N,seed,weight_reg_one,val_loss_inverse_distortion,val_loss_inverse_distortion_clamped,val_reg_one,val_reg_one_clamped,val_reg_zero,val_reg_zero_clamped
11,861,0.25,0.0004891349817626178,0.0004891349817626178,0.00171807617880404,0.00171807617880404,0.38568195700645447,0.38568195700645447
11,984,0.25,0.0024161296896636486,0.0024161296896636486,0.005198734812438488,0.005198734812438488,0.3642081618309021,0.3642081618309021
12,123,0.0,0.00020460043742787093,0.00020460043742787093,3.0767359733581543,3.0767359733581543,0.3660679757595062,0.3660679757595062
12,246,0.0,0.00011836782505270094,0.00011836782505270094,0.2990495264530182,0.2990495264530182,0.369634747505188,0.369634747505188
12,369,0.0,0.00018632375576999038,0.00018632375576999038,0.20631830394268036,0.20631830394268036,0.3667581081390381,0.3667581081390381
12,492,0.0,0.00016464840155094862,0.00016464840155094862,0.20072416961193085,0.20072416961193085,0.36572492122650146,0.36572492122650146
12,615,0.0,0.00020061497343704104,0.0007692656363360584,0.37542301416397095,0.37542301416397095,0.36893215775489807,0.3563011884689331
12,738,0.0,0.00019975166651420295,0.00019975166651420295,0.014531835913658142,0.014531835913658142,0.36628276109695435,0.36628276109695435
12,861,0.0,0.00030666353995911777,0.00030666353995911777,0.2371315360069275,0.2371315360069275,0.36292803287506104,0.36292803287506104
12,984,0.0,0.0002859809319488704,0.0002859809319488704,4.28272819519043,4.28272819519043,0.36695095896720886,0.36695095896720886
12,123,0.25,0.0014544809237122536,0.0014544809237122536,0.0041611893102526665,0.0041611893102526665,0.37760743498802185,0.37760743498802185
12,246,0.25,0.001453581964597106,0.001453581964597106,0.004255206789821386,0.004255206789821386,0.3825940191745758,0.3825940191745758
12,369,0.25,0.0014026816934347153,0.0014026816934347153,0.004340549930930138,0.004340549930930138,0.3820255994796753,0.3820255994796753
12,492,0.25,0.0013361572055146098,0.0013361572055146098,0.004781706258654594,0.004781706258654594,0.38359084725379944,0.38359084725379944
12,615,0.25,0.0014144604792818427,0.0014144604792818427,0.0047797542065382,0.0047797542065382,0.38304969668388367,0.38304969668388367
12,738,0.25,0.0013335429830476642,0.0013335429830476642,0.004613933153450489,0.004613933153450489,0.3792448937892914,0.3792448937892914
12,861,0.25,0.0009023476159200072,0.0009023476159200072,0.0020449969451874495,0.0020449969451874495,0.370246559381485,0.370246559381485
12,984,0.25,0.0013647123705595732,0.0013647123705595732,0.004461690783500671,0.004461690783500671,0.38403692841529846,0.38403692841529846
13,123,0.0,0.0002169604558730498,0.0002169604558730498,0.047156594693660736,0.047156594693660736,0.36330926418304443,0.36330926418304443
13,246,0.0,0.00018812183407135308,0.00018812183407135308,0.048980411142110825,0.048980411142110825,0.3659856617450714,0.3659856617450714
13,369,0.0,0.0003058200527448207,0.0003058200527448207,3.2841622829437256,3.2841622829437256,0.3628920316696167,0.3628920316696167
13,492,0.0,0.0003565824299585074,0.0003565824299585074,0.392214834690094,0.392214834690094,0.3594699203968048,0.3594699203968048
13,615,0.0,0.00041915534529834986,0.00041915534529834986,0.05324104428291321,0.05324104428291321,0.35988420248031616,0.35988420248031616
13,738,0.0,0.00021442153956741095,0.00021442153956741095,3.047952651977539,3.047952651977539,0.36123892664909363,0.36123892664909363
13,861,0.0,0.0002060327387880534,0.0002118864213116467,0.307939738035202,0.307939738035202,0.36060598492622375,0.360498309135437
13,984,0.0,0.0010288109770044684,0.0028119636699557304,1.869755744934082,1.869755744934082,0.35391733050346375,0.33582833409309387
13,123,0.25,0.003612207481637597,0.003612207481637597,0.008766930550336838,0.008766930550336838,0.3574883043766022,0.3574883043766022
13,246,0.25,0.003371027298271656,0.003371027298271656,0.009698526002466679,0.009698526002466679,0.35860690474510193,0.35860690474510193
13,369,0.25,0.0038827122189104557,0.0038827122189104557,0.008053561672568321,0.008053561672568321,0.35613176226615906,0.35613176226615906
13,492,0.25,0.0033181454055011272,0.0033181454055011272,0.009890850633382797,0.009890850633382797,0.3603673279285431,0.3603673279285431
13,615,0.25,0.003353073727339506,0.003353073727339506,0.009553952142596245,0.009553952142596245,0.3590329885482788,0.3590329885482788
13,738,0.25,0.0035087610594928265,0.0035087610594928265,0.008800406008958817,0.008800406008958817,0.35381537675857544,0.35381537675857544
13,861,0.25,0.0034009970258921385,0.0034009970258921385,0.00886786449700594,0.00886786449700594,0.35655584931373596,0.35655584931373596
13,984,0.25,0.003426403971388936,0.003426403971388936,0.008983832783997059,0.008983832783997059,0.3587648272514343,0.3587648272514343
14,123,0.0,0.00023409732966683805,0.00023409732966683805,4.9357709884643555,4.9357709884643555,0.35991936922073364,0.35991936922073364
14,246,0.0,0.00017665659834165126,0.00017665659834165126,0.24453093111515045,0.24453093111515045,0.36241674423217773,0.36241674423217773
14,369,0.0,0.00019403289479669183,0.00019403289479669183,0.09165051579475403,0.09165051579475403,0.3583928644657135,0.3583928644657135
14,492,0.0,0.00027408183086663485,0.00027408183086663485,0.25161075592041016,0.25161075592041016,0.36267808079719543,0.36267808079719543
14,615,0.0,0.00012581034388858825,0.0027322503738105297,0.41284793615341187,0.41284793615341187,0.3603420555591583,0.325697660446167
